Date,Tweets,Prices,Comp,Negative,Neutral,Positive
2018-03-10, Join me LIVE in Moon Township Pennsylvania at 700pmE Great crowd for a MAGA rally The European Union wonderful countries who treat the US very badly on trade are complaining about the tariffs on Steel amp Aluminum If they drop their horrific barriers amp tariffs on US products going in we will likewise drop ours Big Deficit If not we Tax Cars etc FAIR In the first hours after hearing that North Koreas leader wanted to meet with me to talk denuclearization and that missile launches will end the press was startled amp amazedThey couldnt believe it But by the following morning the news became FAKEThey said so what who cares North Korea has not conducted a Missile Test since November 28 2017 and has promised not to do so through our meetings I believe they will honor that commitment Heading to Moon Township Pennsylvania to be with a really good person State Representative Rick Saccone who is running for Congress Big amp happy crowd why not some of the best economic numbers ever Rick will help me a lot Also tough on crime amp border Loves 2nd A amp VETS Spoke to Prime Minister Abe of Japan who is very enthusiastic about talks with North Korea Also discussing opening up Japan to much better trade with the US Currently have a massive 100 Billion Trade Deficit Not fair or sustainable It will all work out Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea President XI told me he appreciates that the US is working to solve the problem diplomatically rather than going with the ominous alternative China continues to be helpful Congratulations to Kristian Saucier a man who has served proudly in the Navy on your newly found Freedom Now you can go out and have the life you deserve Chinese President XI XINPING and I spoke at length about the meeting with KIM JONG UN of North Korea President XI told me he appreciates that the US is working to solve the problem diplomatically rather than going with the ominous alternative China continues to be helpful We are deeply saddened by the tragic situation in Yountville and mourn the loss of three incredible women who cared for our Veterans ,23381,0.9879,0.109,0.713,0.178
2018-03-09, Spoke to PM TurnbullMalcolm of Australia He is committed to having a very fair and reciprocal military and trade relationship Working very quickly on a security agreement so we dont have to impose steel or aluminum tariffs on our ally the great nation of Australia Thats right RepBost Thank you for your support in helping put America back to work Its about JOBS JOBS JOBS for our incredible workers and putting AMERICA FIRST  Look forward to being in Pennsylvania tomorrow in support of Rick Saccone4PA18 Big crowd expected in Moon Township Vote Rick and see you there MAGA JOBS JOBS JOBS MAGA  ,25335,0.974,0.0,0.772,0.228
2018-03-08, Presidential Proclamation on Adjusting Imports of Aluminum into the United States  Proclamation  Presidential Proclamation on Adjusting Imports of Steel into the United States Proclamation  Great meeting with Cabinet at the WhiteHouse today MAGA  Happy InternationalWomensDayFirst Lady Melania Trump to Present the 2018 International Women of Courage Award  ,24895,0.9643,0.0,0.671,0.329
2018-03-07, The US is acting swiftly on Intellectual Property theft We cannot allow this to happen as it has for many years China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States Our relationship with China has been a very good one and we look forward to seeing what ideas they come back with We must act soon From Bush 1 to present our Country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars Last year we had a Trade Deficit of almost 800 Billion Dollars Bad Policies amp Leadership Must WIN again  MAGA MarkBurnettTV RealRomaDowney From Bush 1 to present our Country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars Last year we had a Trade Deficit of almost 800 Billion Dollars Bad policies amp leadership Must win again  MAGA Great couple great book  ,24801,0.8645,0.108,0.75,0.142
2018-03-06, Possible progress being made in talks with North Korea For the first time in many years a serious effort is being made by all parties concerned The World is watching and waiting May be false hope but the US is ready to go hard in either direction Federal Judge in Maryland has just ruled that President Trump has the right to end DACA President Obama had 8 years to fix this problem and didnt I am waiting for the Dems they are running for the hills Lowest rated Oscars in HISTORY Problem is we dont have Stars anymore  except your President just kidding of course We will see what happens  We are getting it done  jobs and security  Total inaction on DACA by Dems Where are you A deal can be made ,24884,-0.5772,0.112,0.794,0.093
2018-03-05, Its March 5th and the Democrats are nowhere to be found on DACA Gave them 6 months they just dont care Where are they We are ready to make a deal Why did the Obama Administration start an investigation into the Trump Campaign with zero proof of wrongdoing long before the Election in November Wanted to discredit so Crooked H would win Unprecedented Bigger than Watergate Plus Obama did NOTHING about Russian meddling To protect our Country we must protect American Steel AMERICA FIRST treat our farmers much better Highly restrictive Mexico must do much more on stopping drugs from pouring into the US They have not done what needs to be done Millions of people addicted and dying We have large trade deficits with Mexico and Canada NAFTA which is under renegotiation right now has been a bad deal for USA Massive relocation of companies amp jobs Tariffs on Steel and Aluminum will only come off if new amp fair NAFTA agreement is signed Also Canada must ,24874,0.9307,0.044,0.832,0.124
2018-03-04, ,23381,0.0,0.0,0.0,0.0
2018-03-03, If the EU wants to further increase their already massive tariffs and barriers on US companies doing business there we will simply apply a Tax on their Cars which freely pour into the US They make it impossible for our cars and more to sell there Big trade imbalance The United States has an 800 Billion Dollar Yearly Trade Deficit because of our very stupid trade deals and policies Our jobs and wealth are being given to other countries that have taken advantage of us for years They laugh at what fools our leaders have been No more Mainstream Media in US is being mocked all over the world Theyve gone CRAZY  ,23381,-0.1093,0.129,0.744,0.126
2018-03-02, Heading to Billy Graham Funeral A Special Man REST IN PEACE BILLY GRAHAM  When a country Taxes our products coming in at say 50 and we Tax the same product coming into our country at ZERO not fair or smart We will soon be starting RECIPROCAL TAXES so that we will charge the same thing as they charge us 800 Billion Trade Deficithave no choice We must protect our country and our workers Our steel industry is in bad shape IF YOU DONT HAVE STEEL YOU DONT HAVE A COUNTRY Eric we are all with you and your family Look forward to seeing you back on TV  Alec Baldwin whose dying mediocre career was saved by his terrible impersonation of me on SNL now says playing me was agony Alec it was agony for those who were forced to watch Bring back Darrell Hammond funnier and a far greater talent When a country USA is losing many billions of dollars on trade with virtually every country it does business with trade wars are good and easy to win Example when we are down 100 billion with a certain country and they get cute dont trade anymorewe win big Its easy Alex Baldwin whose dieing mediocre career was saved by his impersonation of me on SNL now says playing DJT was agony for him Alex it was also agony for those who were forced to watch You were terrible Bring back Darrell Hammond much funnier and a far greater talent Good Great meeting in the Oval Office tonight with the NRA Manufacturing growing at the fastest pace in almost two decades ,24538,0.9675,0.127,0.678,0.195
2018-03-01, Together we will face this challenge as a national family with conviction with unity and with a commitment to love and support our neighbors in times of dire need Working together we will defeat this OpioidEpidemicFull Opioid Summit  Consumer Confidence in February Highest Since November 2000  Manufacturing in US Expands at Fastest Pace Since May 2004  Unemployment filings are at their lowest level in over 48 years Great news for workers and JOBS JOBS JOBS MAGA  Our Steel and Aluminum industries and many others have been decimated by decades of unfair trade and bad policy with countries from around the world We must not let our country companies and workers be taken advantage of any longer We want free fair and SMART TRADE ,24608,0.8981,0.118,0.673,0.209
2018-02-28, It was an honor to welcome bipartisan members of Congress for a discussion on SAFE schools and SAFE communities As we continue to mourn the loss of so many precious young lives in Parkland we are determined to turn our grief into action Full meeting  Today we honor Billy Graham as only three private citizens before him have been honored We say a prayer for our country that all across this land the Lord will raise up men and women like Billy Graham to spread a message of love and hope to every precious child of God  Starting at a small Bible School in Florida Billy Graham soon led a nationwide revival From a large tent in Los Angeles to one hundred thousand people in a single day at Yankee Stadium to more than two million people at Madison Square Garden over sixteen weeks in 1957  Today in the center of this great Chamber lies Billy Graham  an Ambassador for Christ who reminded the world of the power of prayer and the gift of Gods grace  Why is AG Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse Will take forever has no prosecutorial power and already late with reports on Comey etc Isnt the IG an Obama guy Why not use Justice Department lawyers DISGRACEFUL 45 year low on illegal border crossings this year Ice and Border Patrol Agents are doing a great job for our Country MS13 thugs being hit hard I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is approved Big victory yesterday with ruling from the courts that allows us to proceed OUR COUNTRY MUST HAVE BORDER SECURITY The Heritage Foundation has just stated that 64 of the Trump Agenda is already done faster than even Ronald Reagan Were blown away said Thomas Binion of Heritage President Trump is very active very conservative and very effective Huge volume amp spectrum of issues Big legal win today US judge sided with the Trump Administration and rejected the attempt to stop the government from building a great Border Wall on the Southern Border Now this important project can go forward ,25029,0.9949,0.075,0.731,0.194
2018-02-27, SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved Also big help on cutting regs I am with him in his reelection all the way Texas LC George P Bush backed me when it wasnt the politically correct thing to do and I back him now Also AC Sid Miller has been with me from the beginning he is Trumps Man in Texas Also support Comptroller Glenn Hegar and Railroad Commissioner Christi Craddick American consumers are the most confident theyve been since 2000A strong job market is boosting confidence The unemployment rate has stayed at a 17year low  I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz Lt Gov Dan Patrick and Attorney General Ken Paxton They are helping me to Make America Great Again Vote early or on March 6th WITCH HUNT Weve seen NO EVIDENCE OF COLLUSIONI have seen nothing the firing of James Comey and all of the aftermath that suggests that the President has obstructed justice because hes exercising his power as the President of the US I just dont see it  Judge Ken Starr Ive been skeptical about the collusion and obstruction claims for the last year I just dont see the evidencein terms of the collusion its all a bit implausible based on the evidence we have  Jonathan Turley on FoxNews ,25410,0.9849,0.062,0.756,0.182
2018-02-25, I will be interviewed by JudgeJeanine on FoxNews at 900 PM Enjoy ,23381,0.4939,0.0,0.758,0.242
2018-02-24, Russians had no compromising information on Donald Trump FoxNews  Of course not because there is none and never was This whole Witch Hunt is an illegal disgraceand Obama did nothing about Russia Dem Memo FBI did not disclose who the clients were  the Clinton Campaign and the DNC Wow The Democrat memo response on government surveillance abuses is a total political and legal BUST Just confirms all of the terrible things that were done SO ILLEGAL BIG CPAC STRAW POLL RESULTS 93 APPROVE OF THE JOB PRESIDENT TRUMP IS DOING Thank you 50 say President Trump should Tweet MORE or SAME funny 79 say Republicans in Congress should do a better job of working with President Trump starting to happen Dems are no longer talking DACA Out of sight out of mind they say DACA beneficiaries should not be happy Nancy Pelosi truly doesnt care about them Republicans stand ready to make a deal Unemployment claims are at the lowest level since 1973 Much of this has to do with the massive cutting of unnecessary and job killing Regulations Democrat judges have totally redrawn election lines in the great State of Pennsylvania FoxNews This is very unfair to Republicans and to our country as a whole Must be appealed to the United States Supreme Court ASAP Armed Educators and trusted people who work within a school love our students and will protect them Very smart people Must be firearms adept amp have annual training Should get yearly bonus Shootings will not happen again  a big amp very inexpensive deterrent Up to States ,23381,0.7676,0.135,0.709,0.156
2018-02-23, Thank you to the great men and women of the United States SecretService for a job well done Today FLOTUS Melania and I were honored to welcome Prime Minister TurnbullMalcolm and Mrs Turnbull of Australia to the WhiteHousePress Conference  Our nations motto is IN GOD WE TRUST This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham CPAC2018  We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem CPAC2018  After years of rebuilding OTHER nations we are finally rebuilding OUR nation  and we are restoring our confidence and our pride CPAC2018  For those of you who are still interested the Democrats have totally forgotten about DACA Not a lot of interest on this subject from them My daughter Ivanka just arrived in South Korea We cannot have a better or smarter person representing our country CPAC Today MS13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water El Salvador just takes our money and Mexico must help MORE with this problem We need The Wall ,25309,0.9591,0.07,0.747,0.183
2018-02-22, Today it was my great honor to host a School Safety Roundtable at the WhiteHouse with State and local leaders law enforcement officers and education officialsThere is nothing more important than protecting our children They deserve to be safe and we will deliver  On behalf of an entire Nation CONGRATULATIONS to the US Womens Hockey Team on winning the GOLD GoTeamUSA Olympics  Will be meeting with Lawmakers today at 1130 AM to discuss School Safety  Next week it will be with our Nations Governors Its been many years of all talk no action Well get it done What many people dont understand or dont want to understand is that Wayne Chris and the folks who work so hard at the NRA are Great People and Great American Patriots They love our Country and will do the right thing                  MAKE AMERICA GREAT AGAIN I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health Raise age to 21 and end sale of Bump Stocks Congress is in a mood to finally do something on this issue  I hope If a potential sicko shooter knows that a school has a large number of very weapons talented teachers and others who will be instantly shooting the sicko will NEVER attack that school Cowards wont go thereproblem solved Must be offensive defense alone wont work History shows that a school shooting lasts on average 3 minutes It takes police amp first responders approximately 5 to 8 minutes to get to site of crime Highly trained gun adept teacherscoaches would solve the problem instantly before police arrive GREAT DETERRENT immediately fire back if a savage sicko came to a school with bad intentions Highly trained teachers would also serve as a deterrent to the cowards that do this Far more assets at much less cost than guards A gun free school is a magnet for bad people ATTACKS WOULD END I never said give teachers guns like was stated on Fake News CNN amp NBC What I said was to look at the possibility of giving concealed guns to gun adept teachers with military or special training experience  only the best 20 of teachers a lot would now be able to ,24962,0.9876,0.115,0.695,0.189
2018-02-21, FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham Our prayers are with his children grandchildren greatgrandchildren and all who worked closely with Reverend Graham in his lifelong ministry  Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor AmericanHeroes  Question If all of the Russian meddling took place during the Obama Administration right up to January 20th why arent they the subject of the investigation Why didnt Obama do something about the meddling Why arent Dem crimes under investigation Ask Jeff Sessions The GREAT Billy Graham is dead There was nobody like him He will be missed by Christians and all religions A very special man Question If all of the Russian meddling took place during the Obama Administration right up to January 20th why arent they the subject of the investigation Why didnt Obama do something about the meddling Why arent Dem crimes under investigation Ask Jeff Session CNN MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks So true thank you  ,24797,0.985,0.04,0.784,0.176
2018-02-20, Main Street is BOOMING thanks to our incredible TAX CUT and Reform law This shows smallbusiness owners are more than just optimistic they are ready to grow their businesses  cameras running Another False Accusation Why doesnt washingtonpost report the story of the women taking money to make up stories about me One had her home mortgage paid off Only FoxNews so reporteddoesnt fit the Mainstream Media narrative A woman I dont know and to the best of my knowledge never met is on the FRONT PAGE of the Fake News Washington Post saying I kissed her for two minutes yet in the lobby of Trump Tower 12 years ago Never happened Who would do this in a public space with live security I have been much tougher on Russia than Obama just look at the facts Total Fake News Hope Republicans in the Great State of Pennsylvania challenge the new pushed Congressional Map all the way to the Supreme Court if necessary Your Original was correct Dont let the Dems take elections away from you so that they can raise taxes amp waste money Matt Schlapp and CPAC are getting ready for another exciting event Big difference from those days when President Obama held the White House Youve come a long way Matt Republicans are now leading the Generic Poll perhaps because of the popular Tax Cuts which the Dems want to take away Actually they want to raise you taxes substantially Also they want to do nothing on DACA Rs want to fix The President Obama quote just before election Thats because he thought Crooked Hillary was going to win and he didnt want to rock the boat When I easily won the Electoral College the whole game changed and the Russian excuse became the narrative of the Dems There is no serious person out there who would suggest somehow that you could even rig Americas elections theres no evidence that that has happened in the past or that it will happen this time and so Id invite Mr Trump to stop whining and make his case to get votes  Thank you to foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more We are now starting to win again The Faith of Donald Trump a book just out by David Brody and Scott Lamb is a very interesting read Enjoy The US economy is looking very good in my opinion even better than anticipated Companies are pouring back into our country reversing the long term trend of leaving The unemployment numbers are looking great and Regulations amp Taxes have been massively Cut JOBS JOBS JOBS ,24964,0.995,0.068,0.75,0.182
2018-02-19, Obama was President up to and beyond the 2016 Election So why didnt he do something about Russian meddling Have a great but very reflective Presidents Day ,23381,0.3716,0.0,0.907,0.093
2018-02-18, My great friends from NASCAR are having their big race today The Daytona 500 Brian France and the France family are special people Enjoy the race Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc Really great interview with MariaBartiromo Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot Big gain over last 4 weeks I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away We need more Republicans The Fake News of big ratings loser CNN  If it was the GOAL of Russia to create discord disruption and chaos within the US then with all of the Committee Hearings Investigations and Party hatred they have succeeded beyond their wildest dreams They are laughing their asses off in Moscow Get smart America Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doing so as yet another excuse that the Democrats lead by their fearless leader Crooked Hillary Clinton lost the 2016 election But wasnt I a great candidate I never said Russia did not meddle in the election I said it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer The Russian hoax was that the Trump campaign colluded with Russia  it never did Finally Liddle Adam Schiff the leakin monster of no control is now blaming the Obama Administration for Russian meddling in the 2016 Election He is finally right about something Obama was President knew of the threat and did nothing Thank you Adam Never gotten over the fact that Obama was able to send 17 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H the DNC and the Dems Remember the Dirty Dossier Uranium Speeches Emails and the Podesta Company ,23381,0.9609,0.108,0.737,0.155
2018-02-17, Just like they dont want to solve the DACA problem why didnt the Democrats pass gun control legislation when they had both the House amp Senate during the Obama Administration Because they didnt want to and now they just talk I have seen all of the Russian ads and I can say very definitively that swaying the election was NOT the main goalRob GoldmanVice President of Facebook Ads  The Fake News Media never fails Hard to ignore this fact from the Vice President of Facebook Ads Rob Goldman  Funny how the Fake News Media doesnt want to say that the Russian group was formed in 2014 long before my run for President Maybe they knew I was going to run even though I didnt know Deputy AG Rod Rosenstein stated at the News Conference There is no allegation in the indictment that any American was a knowing participant in this illegal activity There is no allegation in the indictment that the charged conduct altered the outcome of the 2016 election Charges Deal Don A Big Win written by Michael Goodwin of the nypost succinctly states that the Russians had no impact on the election results There was no Collusion with the Trump Campaign She lost the oldfashioned way by being a terrible candidate Case closed Melania and I met such incredible people last night in Broward County Florida Will never forget them or the evening ,23381,-0.9764,0.172,0.772,0.055
2018-02-16, Russia started their antiUS campaign in 2014 long before I announced that I would run for President The results of the election were not impacted The Trump campaign did nothing wrong  no collusion Cannot believe how BADLY DACA recipients have been treated by the Democratstotally abandoned Republicans are still working hard ,25219,0.4834,0.079,0.787,0.135
2018-02-15, Presidential Proclamation Honoring the Victims of the Tragedy in Parkland Florida  lottery continues deadly catchandrelease and bars enforcement even for FUTURE illegal immigrants Voting for this amendment would be a vote AGAINST law enforcement and a vote FOR open borders If Dems are actually serious about DACA they should support the Grassley bill The SchumerRoundsCollins immigration bill would be a total catastrophe DHSgov says it would be the end of immigration enforcement in America It creates a giant amnesty including for dangerous criminals doesnt build the wall expands chain migration keeps the visa In times of tragedy the bonds that sustain us are those of family faith community and country These bonds are stronger than the forces of hatred and evil  and these bonds grow even stronger in the hours of our greatest need  While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA they should be strongly considering a system of Merit Based Immigration so that we will have the people ready willing and able to help all of those companies moving into the USA ,25200,-0.7964,0.165,0.684,0.151
2018-02-14, Just spoke to Governor Rick Scott We are working closely with law enforcement on the terrible Florida school shooting My prayers and condolences to the families of the victims of the terrible Florida shooting No child teacher or anyone else should ever feel unsafe in an American school Today I was honored to be joined by Republicans and Democrats from both the House and Senate as well as members of my Cabinet  to discuss the urgent need to rebuild and restore Americas depleted infrastructure  ,24893,-0.2023,0.112,0.785,0.104
2018-02-13, Negotiations on DACA have begun Republicans want to make a deal and Democrats say they want to make a deal Wouldnt it be great if we could finally after so many years solve the DACA puzzle This will be our last chance there will never be another opportunity March 5th ,24640,-0.2411,0.104,0.774,0.123
2018-02-12, The journey to MAGA began CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year See you at CPAC2018 Thank you to Sue Kruczek who lost her wonderful and talented son Nick to the Opioid scourge for your kind words while on foxandfriends We are fighting this terrible epidemic hard  Nick will not have died in vain ,24601,0.9185,0.141,0.583,0.276
2018-02-11, Just spoke to JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from WestervillePD This is a true tragedy Rep Lou Barletta a Great Republican from Pennsylvania who was one of my very earliest supporters will make a FANTASTIC Senator He is strong amp smart loves Pennsylvania amp loves our Country Voted for Tax Cuts unlike Bob Casey who listened to Tax Hikers Pelosi and Schumer 42 million hard working Americans have already received a large Bonus andor Pay Increase because of our recently Passed Tax Cut amp Jobs Billand it will only get better We are far ahead of schedule ,23381,0.9811,0.105,0.61,0.285
2018-02-10, My Administration has identified three major priorities for creating a safe modern and lawful immigration system fully securing the border ending chain migration and canceling the visa lottery Congress must secure the immigration system and protect Americans  My thoughts and prayers are with the two police officers their families and everybody at the WestervillePD  Republicans want to fix DACA far more than the Democrats do The Dems had all three branches of government back in 20082011 and they decided not to do anything about DACA They only want to use it as a campaign issue Vote Republican agencies not just the FBI amp DOJ now the State Department to dig up dirt on him in the days leading up to the Election Comey had conversations with Donald Trump which I dont believe were accuratehe leaked information corrupt Tom Fitton of Judicial Watch on FoxNews My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the ClintonDNC Dossier it shows that hes been victimized Hes been victimized by the Obama Administration who were using all sorts of Peoples lives are being shattered and destroyed by a mere allegation Some are true and some are false Some are old and some are new There is no recovery for someone falsely accused  life and career are gone Is there no such thing any longer as Due Process According to the nytimes a Russian sold phony secrets on Trump to the US Asking price was 10 million brought down to 1 million to be paid over time I hope people are now seeing amp understanding what is going on here It is all now starting to come out  DRAIN THE SWAMP The Democrats sent a very political and long response memo which they knew because of sources and methods and more would have to be heavily redacted whereupon they would blame the White House for lack of transparency Told them to redo and send back in proper form ,23381,-0.785,0.084,0.85,0.065
2018-02-09, Costs on nonmilitary lines will never come down if we do not elect more Republicans in the 2018 Election and beyond This Bill is a BIG VICTORY for our Military but much waste in order to get Dem votes Fortunately DACA not included in this Bill negotiations to start now Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military Sadly we needed some Dem votes for passage Must elect more Republicans in 2018 Election Just signed Bill Our Military will now be stronger than ever before We love and need our Military and gave them everything  and more First time this has happened in a long time Also means JOBS JOBS JOBS ,24190,0.4682,0.098,0.797,0.105
2018-02-08, Time to end the visa lottery Congress must secure the immigration system and protect Americans  As long as we open our eyes to Gods grace  and open our hearts to Gods love  then America will forever be the land of the free the home of the brave and a light unto all nations NationalPrayerBreakfast  I will be meeting with Henry Kissinger at 145pm Will be discussing North Korea China and the Middle East Our founders invoked our Creator four times in the Declaration of Independence Our currency declares IN GOD WE TRUST And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are One Nation Under God NationalPrayerBreakfast  ,23860,0.9791,0.0,0.793,0.207
2018-02-07, The Budget Agreement today is so important for our great Military It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great Republicans and Democrats must support our troops and support this Bill Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics What the South Korean people have built is truly an inspiration  Best wishes to the Republic of Korea on hosting the Olympics What a wonderful opportunity to show everyone that you are a truly GREAT NATION  NEW FBI TEXTS ARE BOMBSHELLS In the old days when good news was reported the Stock Market would go up Today when good news is reported the Stock Market goes down Big mistake and we have so much good great news about the economy Congratulations ElonMusk and SpaceX on the successful FalconHeavy launch This achievement along with NASAs commercial and international partners continues to show American ingenuity at its best  ,24893,0.9973,0.026,0.607,0.368
2018-02-06, Today we heard the experiences of law enforcement professionals and community leaders working to combat the threat of MS13 and the reforms we need from Congress to defeat it Watch here  We need a 21st century MERITBASED immigration system  Chain migration and the visa lottery are outdated programs that hurt our economic and national security  Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA fully secures the border ends chain migration amp cancels the visa lottery If Ds oppose this deal they arent serious about DACAthey just want open borders  My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken Colts ,24912,0.5596,0.103,0.753,0.144
2018-02-05, Thanks to the historic TAX CUTS that I signed into law your paychecks are going way UP your taxes are going way DOWN and America is once again OPEN FOR BUSINESS  Representative Devin Nunes a man of tremendous courage and grit may someday be recognized as a Great American Hero for what he has exposed and what he has had to endure Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of time March 5th is rapidly approaching and the Dems seem not to care about DACA Make a deal Little Adam Schiff who is desperate to run for higher office is one of the biggest liars and leakers in Washington right up there with Comey Warner Brennan and Clapper Adam leaves closed committee hearings to illegally leak confidential information Must be stopped Thank you to foxandfriends for exposing the truth Perhaps thats why your ratings are soooo much better than your untruthful competition The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working Dems want to greatly raise taxes for really bad and nonpersonal medical care No thanks ,24345,-0.8573,0.166,0.723,0.111
2018-02-04, My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina Thank you to our incredible First Responders for the work theyve done a tool of antiTrump political actors This is unacceptable in a democracy and ought to alarm anyone who wants the FBI to be a nonpartisan enforcer of the lawThe FBI wasnt straight with Congress as it hid most of these facts from investigators Wall Street Journal The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermathThe FBI failed to inform the FISA court that the Clinton campaign had funded the dossierthe FBI became ,23381,-0.9368,0.149,0.832,0.019
2018-02-03, This memo totally vindicates Trump in probe But the Russian Witch Hunt goes on and on Their was no Collusion and there was no Obstruction the word now used because after one year of looking endlessly and finding NOTHING collusion is dead This is an American disgrace ,23381,-0.4147,0.176,0.714,0.11
2018-02-02, Today it was my honor to join the great men and women of DHSgov CustomsBorder ICEgov and USCIS at the US Customs and Border Protection National Targeting Center in Sterling Virginia Fact sheet  Trump the orator outlines the greatness of America to Democrats disgust  With 35 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS 2018 is off to great startUnemployment rate at 41Average earnings up 29 in the last year200000 new American jobsMAGA  You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly by all accounts to spy on the Trump Team Tom Fitton JW The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans  something which would have been unthinkable just a short time ago Rank amp File are great people ,25520,0.9854,0.042,0.752,0.206
2018-02-01, Thank you for all of the nice compliments and reviews on the State of the Union speech 456 million people watched the highest number in history FoxNews beat every other Network for the first time ever with 117 million people tuning in Delivered from the heart March 5th is rapidly approaching and the Democrats are doing nothing about DACA They Resist Blame Complain and Obstruct  and do nothing Start pushing Nancy Pelosi and the Dems to work out a DACA fix NOW ,26186,0.5267,0.055,0.841,0.104
2018-01-31, ,26149,0.0,0.0,0.0,0.0
2018-01-29, ,26439,0.0,0.0,0.0,0.0
2018-01-28, Our economy is better than it has been in many decades Businesses are coming back to America like never before Chrysler as an example is leaving Mexico and coming back to the USA Unemployment is nearing record lows We are on the right track Somebody please inform JayZ that because of my policies Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED Democrats are not interested in Border Safety amp Security or in the funding and rebuilding of our Military They are only interested in Obstruction ,23381,-0.3714,0.143,0.738,0.119
2018-01-27, Taliban targeted innocent Afghans brave police in Kabul today Our thoughts and prayers go to the victims and first responders We will not allow the Taliban to win On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men women and children and the millions of others who perished in the evil Nazi Genocide We pledge with all of our might and resolve Never Again  ,23381,-0.5948,0.203,0.637,0.16
2018-01-26, Thank you for the wonderful welcome WEF Davos2018  DACA has been made increasingly difficult by the fact that Cryin Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration Heading back from a very exciting two days in Davos Switzerland Speech on Americas economic revival was well received Many of the people I met will be investing in the USA MAGA Join me live at the 2018 World Economic Forum in Davos Switzerland WEF18  Great bilateral meeting with President AlainBerset of the Swiss Confederation  as we continue to strengthen our great friendship Such an honor to be in Switzerland WEF18  It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland Many great discussions WEF18  ,26616,0.9876,0.035,0.705,0.26
2018-01-25, Today Americans everywhere remember the brave men and women of NASA who lost their lives in our Nations eternal quest to expand the boundaries of human potential  Very productive bilateral meeting with Prime Minister Benjamin Netanyahu of Israel  in Davos Switzerland WEF18  Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities WEF18  ,26392,0.9633,0.026,0.704,0.27
